class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Hello,0.692192792892456,0.9393370151519775,-8.37217885418795e-05,0.6041826605796814,0.9278258681297302,-0.06158977746963501,0.5367558002471924,0.8537858724594116,-0.0919685885310173,0.4884035587310791,0.7845476865768433,-0.12418436259031296,0.44854164123535156,0.7380642294883728,-0.15621121227741241,0.6069381237030029,0.6827146410942078,-0.03655068203806877,0.575702428817749,0.5711101293563843,-0.06929013133049011,0.5580348968505859,0.4989708960056305,-0.09509425610303879,0.5472418069839478,0.43930935859680176,-0.11254434287548065,0.6613431572914124,0.6656999588012695,-0.03550638258457184,0.6618936657905579,0.5304511189460754,-0.05430413782596588,0.6615822911262512,0.4488898515701294,-0.08463087677955627,0.6636836528778076,0.38145917654037476,-0.10616619884967804,0.7109948396682739,0.6767292022705078,-0.04288264364004135,0.7237026691436768,0.5567759275436401,-0.06831652671098709,0.7306163311004639,0.4774249792098999,-0.0974724292755127,0.7333875894546509,0.4102232754230499,-0.11751914024353027,0.758425235748291,0.7097271084785461,-0.05615396797657013,0.7892134189605713,0.6294827461242676,-0.09096474945545197,0.8056091070175171,0.5807029008865356,-0.11690326780080795,0.8166489005088806,0.5339459776878357,-0.13208794593811035
Hello,0.6885497570037842,0.9627028703689575,-0.00010579627269180492,0.6050923466682434,0.9437647461891174,-0.06094986945390701,0.5354316234588623,0.8567253947257996,-0.08924668282270432,0.4886654019355774,0.7786682844161987,-0.11780883371829987,0.44562238454818726,0.7321163415908813,-0.14698651432991028,0.6048005819320679,0.6887789368629456,-0.04296758025884628,0.5733431577682495,0.5768252611160278,-0.08239056915044785,0.5579073429107666,0.5055989623069763,-0.11556366086006165,0.5467984080314636,0.4429490268230438,-0.13560959696769714,0.6614601612091064,0.6691990494728088,-0.042213331907987595,0.6613723635673523,0.5350935459136963,-0.06677927076816559,0.6638116240501404,0.45077547430992126,-0.1022748351097107,0.6660780906677246,0.37669438123703003,-0.13191404938697815,0.712631344795227,0.682274341583252,-0.04968328773975372,0.7222049236297607,0.5599209666252136,-0.08246302604675293,0.7298415899276733,0.48001551628112793,-0.11828858405351639,0.7333458065986633,0.4104081094264984,-0.1438860446214676,0.761902391910553,0.721378743648529,-0.06215246766805649,0.7902995347976685,0.6413871049880981,-0.09615398943424225,0.8061162829399109,0.5883291959762573,-0.1255214661359787,0.8157786726951599,0.5385975241661072,-0.14865374565124512
Hello,0.6892609596252441,0.9706144332885742,-0.00012347102165222168,0.604821503162384,0.9463374018669128,-0.05806312710046768,0.5333647727966309,0.8577142953872681,-0.08413980901241302,0.4865230321884155,0.7801975011825562,-0.11068865656852722,0.44526731967926025,0.7340802550315857,-0.13710254430770874,0.6041736602783203,0.6874482035636902,-0.04101772606372833,0.5727008581161499,0.57652747631073,-0.0771743431687355,0.5590325593948364,0.5065926313400269,-0.10787468403577805,0.5484143495559692,0.4452548921108246,-0.1265036165714264,0.6618867516517639,0.6690675616264343,-0.04054733365774155,0.6626614928245544,0.5369057655334473,-0.06218574568629265,0.667113721370697,0.45449990034103394,-0.09720763564109802,0.6701533198356628,0.382108211517334,-0.1282784789800644,0.7135254144668579,0.6824544668197632,-0.047099076211452484,0.7225530743598938,0.5623538494110107,-0.07640330493450165,0.7303256392478943,0.4843387305736542,-0.11159507930278778,0.7340313196182251,0.4161940813064575,-0.1382729411125183,0.7630153894424438,0.7214886546134949,-0.0589180588722229,0.7908070087432861,0.6423472166061401,-0.08937830477952957,0.806433379650116,0.5900681018829346,-0.11700712144374847,0.8168975710868835,0.5400934219360352,-0.13919782638549805
Hello,0.6918076872825623,0.9732389450073242,-0.00012779273674823344,0.6054907441139221,0.9448493123054504,-0.052729398012161255,0.5335084795951843,0.8560371994972229,-0.07541238516569138,0.48631781339645386,0.7790031433105469,-0.09896925091743469,0.4437466263771057,0.735319197177887,-0.12120510637760162,0.603627622127533,0.6865068078041077,-0.034102749079465866,0.5726014375686646,0.5745549201965332,-0.0655193030834198,0.5597804188728333,0.5046544075012207,-0.09325564652681351,0.5500671863555908,0.4432210624217987,-0.11035770177841187,0.661119282245636,0.6686668992042542,-0.03447198122739792,0.6610823273658752,0.5350112318992615,-0.05351276323199272,0.6651527881622314,0.45161762833595276,-0.08828403055667877,0.6673630475997925,0.3790026009082794,-0.118865467607975,0.7126151919364929,0.6818242073059082,-0.04096345975995064,0.7217750549316406,0.5600335597991943,-0.067353256046772,0.7298732995986938,0.48153364658355713,-0.10232248902320862,0.7331947684288025,0.4132749140262604,-0.1283646821975708,0.7620536684989929,0.720949113368988,-0.052787091583013535,0.7899680733680725,0.6419752836227417,-0.08104807883501053,0.8046846389770508,0.5905601382255554,-0.10799814015626907,0.8138508200645447,0.5415323972702026,-0.12842170894145966
Hello,0.6904144883155823,0.9748185276985168,-0.00012670875003095716,0.603329062461853,0.9442728161811829,-0.054794181138277054,0.5316175818443298,0.8571604490280151,-0.0787944570183754,0.4847599267959595,0.7803735733032227,-0.10413345694541931,0.4424043297767639,0.7345610857009888,-0.12844613194465637,0.6017608046531677,0.6868698596954346,-0.034173719584941864,0.5694301724433899,0.5770798921585083,-0.06695690006017685,0.5563298463821411,0.5066037178039551,-0.09685096889734268,0.5472973585128784,0.4441877603530884,-0.11536887288093567,0.6589043140411377,0.6689565777778625,-0.034011948853731155,0.6596658825874329,0.534523069858551,-0.0525759756565094,0.6645862460136414,0.4504535496234894,-0.08802499622106552,0.6688148379325867,0.3776749074459076,-0.11894962191581726,0.7100403308868408,0.6817148923873901,-0.040620848536491394,0.7197834849357605,0.5605197548866272,-0.06676311045885086,0.7280058860778809,0.4816456437110901,-0.10108816623687744,0.7325096130371094,0.41390204429626465,-0.12658657133579254,0.759506106376648,0.7201272249221802,-0.052794624119997025,0.7875944375991821,0.6403077840805054,-0.08155732601881027,0.8021843433380127,0.5887864232063293,-0.1085795909166336,0.8117084503173828,0.5411170721054077,-0.12867917120456696
Hello,0.6899441480636597,0.9746982455253601,-0.00012571395200211555,0.6023449301719666,0.944110095500946,-0.05456055328249931,0.5301997661590576,0.857790470123291,-0.07931192964315414,0.4828050434589386,0.7813832759857178,-0.10491674393415451,0.4399139881134033,0.7346186637878418,-0.1299048662185669,0.600899875164032,0.6854544878005981,-0.03450523689389229,0.5685359835624695,0.5748422741889954,-0.06751470267772675,0.5539446473121643,0.5044998526573181,-0.09738480299711227,0.5427684783935547,0.44271790981292725,-0.11595211923122406,0.6588072180747986,0.6684844493865967,-0.03449900820851326,0.6605338454246521,0.533195972442627,-0.053190842270851135,0.6647265553474426,0.44996848702430725,-0.08809183537960052,0.6676516532897949,0.3782123625278473,-0.11878018826246262,0.7100622653961182,0.6816199421882629,-0.041269708424806595,0.7207553386688232,0.5594853758811951,-0.06784142553806305,0.7284166812896729,0.48165231943130493,-0.10209377855062485,0.7321309447288513,0.41483592987060547,-0.1274595409631729,0.7592969536781311,0.7200456261634827,-0.05348082259297371,0.7879676222801208,0.6392574310302734,-0.08204402029514313,0.8022047281265259,0.5866272449493408,-0.10892996191978455,0.8110305070877075,0.5381831526756287,-0.12935112416744232
Hello,0.6892334818840027,0.9753304719924927,-0.00011787539551733062,0.6024916172027588,0.9435281753540039,-0.05325542390346527,0.5306389331817627,0.8583550453186035,-0.07746186852455139,0.4836587905883789,0.7824195027351379,-0.10303293913602829,0.4411683976650238,0.736699104309082,-0.1278427243232727,0.6013341546058655,0.6851911544799805,-0.03198018670082092,0.5687437653541565,0.5746526718139648,-0.06549691408872604,0.5534223318099976,0.5043615698814392,-0.09609872102737427,0.541391134262085,0.4428192675113678,-0.11494172364473343,0.6587905287742615,0.6683985590934753,-0.03318250551819801,0.6605138778686523,0.5325954556465149,-0.051711708307266235,0.6647473573684692,0.44891735911369324,-0.08648834377527237,0.6675738096237183,0.37645235657691956,-0.11657169461250305,0.7095750570297241,0.681984543800354,-0.041366711258888245,0.7205137610435486,0.5588594675064087,-0.06764978170394897,0.7285343408584595,0.48003843426704407,-0.10165136307477951,0.7325792908668518,0.4119614362716675,-0.1272323876619339,0.7581170797348022,0.7207377552986145,-0.05494951829314232,0.7874068021774292,0.6390170454978943,-0.08295328170061111,0.8022168278694153,0.5857452154159546,-0.11059343814849854,0.8115609288215637,0.5364030003547668,-0.13191421329975128
Hello,0.6889684796333313,0.9757496118545532,-0.0001310425577685237,0.6021167039871216,0.9440690875053406,-0.05233364924788475,0.5303725600242615,0.8575568199157715,-0.07569155097007751,0.48382049798965454,0.7814781665802002,-0.10080484300851822,0.44076240062713623,0.7353163957595825,-0.125367671251297,0.6006596088409424,0.6851468682289124,-0.028328292071819305,0.5685393810272217,0.5754563808441162,-0.05997999384999275,0.5535927414894104,0.5053737163543701,-0.08910639584064484,0.5415828824043274,0.4439089000225067,-0.10702311992645264,0.6583369374275208,0.6686599850654602,-0.029606876894831657,0.6603586673736572,0.5337590575218201,-0.04616858810186386,0.6645330786705017,0.4507015645503998,-0.07985031604766846,0.6671668291091919,0.37920358777046204,-0.10895330458879471,0.7091554403305054,0.6822513341903687,-0.038542650640010834,0.7200384140014648,0.5597729682922363,-0.06412063539028168,0.7279589176177979,0.48072516918182373,-0.09796113520860672,0.7312275171279907,0.4127344787120819,-0.12379011511802673,0.7575234770774841,0.7210615873336792,-0.052715741097927094,0.7868369221687317,0.6393049955368042,-0.08075118064880371,0.8013591766357422,0.5859701633453369,-0.10787759721279144,0.8102394342422485,0.5371508598327637,-0.128820538520813
Hello,0.68788081407547,0.9766154289245605,-0.00011929691390832886,0.6013584733009338,0.9437187910079956,-0.05381043255329132,0.529618501663208,0.8565295934677124,-0.07790452241897583,0.48235607147216797,0.7796342372894287,-0.10335743427276611,0.4387821853160858,0.7333496809005737,-0.1281377226114273,0.600088894367218,0.6848393678665161,-0.03331786021590233,0.567424476146698,0.574865996837616,-0.06643708795309067,0.5524069666862488,0.5051676034927368,-0.09616850316524506,0.5404277443885803,0.44426244497299194,-0.11447177082300186,0.6577130556106567,0.6679511666297913,-0.03410124406218529,0.659691572189331,0.5328468084335327,-0.05255822837352753,0.6638833284378052,0.44927871227264404,-0.08747123926877975,0.6662893295288086,0.37733402848243713,-0.11798465251922607,0.7087063789367676,0.6815988421440125,-0.04180564358830452,0.7193557024002075,0.5593387484550476,-0.06860624253749847,0.7277251482009888,0.4804641008377075,-0.1032295897603035,0.7314139008522034,0.4123411774635315,-0.12917736172676086,0.7572805881500244,0.7208897471427917,-0.05491739511489868,0.7863739728927612,0.6400401592254639,-0.08315513283014297,0.8009840250015259,0.5877538919448853,-0.1103922575712204,0.809680700302124,0.5394506454467773,-0.130995512008667
Hello,0.6863311529159546,0.9788511395454407,-0.00011634803377091885,0.601862370967865,0.9447745680809021,-0.05303866043686867,0.529766857624054,0.8559869527816772,-0.07642296701669693,0.4822375774383545,0.7787854671478271,-0.10112472623586655,0.4383261203765869,0.7332995533943176,-0.12519939243793488,0.6008553504943848,0.6832205057144165,-0.03320891037583351,0.5693634748458862,0.5722580552101135,-0.06503291428089142,0.5543389916419983,0.5020643472671509,-0.0943266898393631,0.542000949382782,0.4409513473510742,-0.11321717500686646,0.6584470868110657,0.6673130393028259,-0.03513770177960396,0.6606595516204834,0.5332531332969666,-0.05275963619351387,0.6643195152282715,0.45057669281959534,-0.0864076316356659,0.6659772396087646,0.37986940145492554,-0.11587794125080109,0.7093832492828369,0.6820279955863953,-0.04435952752828598,0.7203096151351929,0.5600168108940125,-0.07080808281898499,0.7280385494232178,0.48104918003082275,-0.10469106584787369,0.7316727042198181,0.412862092256546,-0.13030417263507843,0.7579119801521301,0.7219553589820862,-0.058675605803728104,0.7872152924537659,0.6408914923667908,-0.08745822310447693,0.8016805648803711,0.5875314474105835,-0.11421237885951996,0.8109016418457031,0.5386181473731995,-0.13504795730113983
